company_name,MRP,production_cost,transportation_cost_percentage,selling_price,labour_cost,raw_material_cost,rent,advertising,tax_percentage,R_and_D
TagZ Foods,37.56293019,11.93704221,3.30428578,28.2079917,2.954730559,8.889358805,7.462393133,3.460538373,13.13255412,1.546741258
Open Secret,33.57947987,6.925705009,3.209994849,21.00586789,3.783618813,7.306266461,3.940514193,2.031853547,14.11748527,1.221276946
PepsiCo (Lay’s),47.16055306,6.005687363,3.559922728,43.99937837,1.446230738,9.116656077,4.459800129,1.066570101,8.891395427,2.165582885
Yellow Diamond (Prataap Snacks),39.99877356,6.457906642,2.043841076,19.33436858,1.688860111,7.924793449,6.383023466,5.639898021,15.85180319,0.883314659
Haldiram's,27.14053205,9.554789785,3.736987774,20.0079069,2.70044772,5.217836937,3.958136323,5.606230181,17.80240002,0.879110618
ITC (Bingo!),25.14711977,7.729107466,2.301449813,32.87797556,2.658310003,9.396232029,3.654447461,5.289166491,5.653562778,1.924144232
Makino (Sensible Snacks),35.11377596,6.612247948,6.309484685,33.04227732,3.296166073,4.872746033,6.5043555,3.320351102,5.350312248,0.957601098
Kurkure,41.47756663,8.611632232,5.104666418,22.48642843,2.119371469,5.094620235,2.40118,5.836212451,9.607380045,1.44530145
Too Yumm,40.33805459,6.77237917,7.510707927,25.90004204,1.194521615,7.013484154,3.510322229,1.970450194,14.13248164,3.355874618
Parle (Parle Wafers),36.23664912,5.04989193,3.135520142,36.62738246,1.011071689,8.320617804,6.034769549,5.192211522,5.608334151,3.933360686
Haldiram's,47.11589678,13.74706253,2.862740076,23.99676575,1.312456667,5.722415826,5.469170068,1.651910078,14.3790145,3.063514523
TagZ Foods,40.96580097,8.35783447,6.079173992,21.6643792,3.603072491,9.346084703,7.100577098,5.876061474,13.66626938,2.117379938
Balaji Wafers,32.79043921,11.28333478,2.333255685,18.92773178,1.173882569,6.676111734,2.899497955,3.288065089,11.59374295,2.013158897
Haldiram's,33.44028078,8.138931401,7.61873973,23.64832373,1.330550366,6.536737306,3.872257237,4.898019045,8.511488886,1.476574251
Kurkure,48.91765336,10.7315995,5.491500945,38.09290823,1.049557231,8.352207372,6.879029859,5.997325455,10.86749737,1.689784297
Haldiram's,39.27060647,13.582792,6.29825444,22.35924234,2.291561577,4.49253939,7.026338449,3.863096407,7.906824174,2.032141525
Open Secret,26.19589627,11.08775001,6.848655355,24.52234974,4.746438173,7.146852861,5.143539973,3.789035084,6.772113557,3.930402649
Parle (Parle Wafers),22.1107957,8.585412951,2.314891539,29.65771289,3.502408298,4.320843886,2.032293385,1.150001165,5.032285557,2.311724302
Balaji Wafers,23.12028411,6.064442815,5.294512148,18.57556634,1.77117145,4.585786413,3.270347561,3.936211242,15.73559624,1.690032695
Haldiram's,48.94730262,13.16390684,4.380239076,18.23904695,3.021908046,7.291031609,6.611812636,5.674663281,15.31498343,2.279564855
TagZ Foods,48.65870773,11.03102159,2.861166695,39.03126618,1.016483102,8.520243527,5.457620731,3.919690143,8.519671797,1.190362783
ITC (Bingo!),23.80784012,8.206318836,4.979863494,42.42374809,3.211443501,3.05746017,7.878474363,4.980002864,5.225497759,2.88941216
Bikaji Foods,28.60105669,9.670414878,4.847798472,40.52689893,3.778376504,7.724933908,5.649571354,3.474637648,16.48796963,2.325230995
Bikaji Foods,40.96357489,9.562588651,4.003746174,25.35873442,3.817449709,6.474143817,5.55814639,5.517448947,5.829077464,3.283106637
Haldiram's,31.83692102,12.84557579,5.108783397,27.47086591,4.866942098,4.440472009,7.220251659,1.244202155,16.94068789,1.892226282
ITC (Bingo!),49.29729261,14.83466885,3.889224777,26.00021161,1.075879222,4.116120346,4.818636849,1.216538386,12.73527908,3.936624516
TagZ Foods,47.37023925,14.0366324,4.302717394,23.10815678,2.20232339,3.085172383,4.209043015,2.339391358,9.723828314,2.64101987
ITC (Bingo!),48.05905773,8.325673542,6.162552288,24.65663126,4.461361768,5.238272527,6.757331976,4.464939775,6.205832532,0.68674706
Balaji Wafers,43.95092224,9.029139478,3.010366744,34.72434383,2.70314128,3.724534124,4.190357232,5.075354165,6.57493888,2.496865045
ITC (Bingo!),42.59658923,12.75532917,3.936872587,27.01480225,2.212663555,6.97554594,2.322740977,1.325648796,13.36874782,2.128862323
Kurkure,44.49870814,14.91610977,3.419430706,20.24022589,2.318961058,9.600318863,3.123735689,4.442503967,16.76774158,3.718867812
TagZ Foods,30.83260218,14.27295425,4.968239959,29.63385465,1.257479052,6.92060194,5.587474111,1.061579078,6.823161401,0.917012622
ITC (Bingo!),43.33930065,9.836894365,3.902251746,37.21760032,2.045553757,4.401034434,5.571569747,1.719508349,14.09312308,3.749643089
ITC (Bingo!),40.70020021,12.53846095,2.54032006,26.25329821,1.778102107,4.77426821,3.003209701,3.635583418,12.37958052,2.067509499
Haldiram's,29.53639111,9.359166534,3.630898989,31.2633488,2.835175193,5.902015571,4.648558744,2.457662824,8.161185148,1.521373606
Kurkure,20.68939876,5.230343771,5.712402694,29.37345335,3.201874939,4.33060601,4.573227594,5.823945799,13.31722863,1.355451756
PepsiCo (Lay’s),48.52792957,14.13730706,7.828282109,39.96032171,3.545844784,9.397657721,6.724882437,3.285984261,15.40442246,3.503421805
ITC (Bingo!),45.64350876,11.28319656,7.91694639,25.84389035,3.098413004,9.42586476,5.104730031,5.403333653,9.454102963,1.102791765
Bikaji Foods,37.04338895,13.60443062,2.969360478,23.69556869,3.053704606,8.44553781,7.853287237,5.721125819,17.45042876,1.203341769
ITC (Bingo!),40.71304964,14.73000602,4.621720966,38.13672467,1.580998868,8.976598436,3.17678217,1.084267077,9.435582969,1.550609446
TagZ Foods,21.15641371,10.86211937,2.180543383,28.73309318,2.758599858,6.3735719,3.953096471,5.332119494,6.45142755,2.13372023
Makino (Sensible Snacks),46.18359493,10.94926692,6.08042029,19.60149943,3.288518375,7.648187883,5.510717081,1.564425926,13.21499811,2.366797291
TagZ Foods,28.43758227,8.832305659,3.919002802,42.3663013,1.193506404,5.058993309,5.185130466,3.973854142,12.78436556,1.130554295
Yellow Diamond (Prataap Snacks),25.4938078,9.277674285,7.646344766,40.93022681,1.293232945,5.54287955,5.587628231,1.742959138,6.295893939,3.032801263
ITC (Bingo!),34.15192,14.95241721,6.355182823,36.5403197,3.819443076,7.800386098,2.721901038,1.379404856,13.95477631,1.928558128
ITC (Bingo!),25.59932829,10.11318063,6.60618033,41.53945767,3.698737622,4.113005444,6.257590986,4.598073897,14.97801473,1.754405866
Parle (Parle Wafers),26.7180893,9.170896035,3.758438766,30.37745814,2.820787506,6.703717413,3.271123068,3.070149096,14.80689583,2.808896189
Makino (Sensible Snacks),40.40834852,13.33767478,5.546981795,29.01517347,4.026069397,7.497941574,5.446553393,1.398896874,16.72332296,1.227518523
Bikaji Foods,47.16301859,13.51393189,2.637118134,18.98297835,1.847444546,9.277140336,6.298425147,2.858187599,8.692156595,1.485012115
Too Yumm,44.3685964,11.95952611,5.46354754,23.46441305,1.253312602,6.080525361,6.374678819,5.783171619,6.413407723,2.57848735
Kurkure,38.11085931,12.17717177,6.473086613,38.89720577,4.346604058,3.834974244,5.285902061,3.243296925,6.81489907,1.235939918
PepsiCo (Lay’s),49.8506085,11.7146823,3.390811974,28.55691368,3.450005497,7.839926249,3.602669748,3.249071536,16.08441856,1.660436874
Parle (Parle Wafers),33.54107473,6.210260628,3.432600562,31.78791391,1.314188659,9.979390299,4.242479972,2.881518673,8.041093736,2.357652208
Too Yumm,39.10530117,8.014245531,4.120250036,25.77900738,1.755111456,7.803307182,7.985532303,1.559480381,12.7849016,2.785144716
TagZ Foods,42.33181206,5.182303057,3.592757988,22.90952476,1.582257595,6.204723388,3.466819614,3.464191405,16.0363068,3.886734376
Parle (Parle Wafers),32.78149734,9.109142571,2.093004218,33.03396837,1.984186803,5.280839412,3.078537111,5.956821833,10.01879384,1.748443759
PepsiCo (Lay’s),42.38633709,13.8064284,7.869007191,25.4823846,3.914750448,5.507939319,2.170317729,5.530512174,16.28989571,1.969471544
Kurkure,42.92213748,5.992286436,7.048327615,28.2733649,4.073377149,7.005618584,5.335764044,2.318966901,9.244284041,1.516414205
Makino (Sensible Snacks),48.98909745,14.1174197,5.15570635,34.80183246,4.881779598,4.520209949,4.639838202,1.560759422,8.514450453,3.400203856
Balaji Wafers,42.79652593,10.62113639,6.165654765,22.28938032,2.329093356,3.706686551,4.201193325,4.073217547,8.511045136,2.571705298
PepsiCo (Lay’s),46.54844294,6.891481343,7.345941248,43.49865192,3.45117971,5.825441908,7.95478368,2.589437667,15.88423952,3.34995106
Balaji Wafers,48.22773102,8.364578704,6.60053137,34.17996686,2.9038924,5.507969777,4.288250163,5.858126521,13.44682192,1.075526114
Balaji Wafers,25.53213411,6.238427894,5.290431079,37.29281577,1.169208351,3.501165515,2.991449171,1.07119452,15.40317827,1.876555312
TagZ Foods,36.36160897,5.719858302,5.461620029,31.87340339,2.147196579,4.475862523,6.943709112,4.783431209,6.96973953,3.360810511
Parle (Parle Wafers),21.29329355,12.74708925,3.2820024,19.95277905,3.094732193,3.235734533,5.560729341,3.541506859,8.797623674,0.948475346
Balaji Wafers,39.9732755,14.41347522,3.580460174,42.39047276,4.836060041,6.826524053,7.470250114,1.593356828,17.55077726,2.442440859
Balaji Wafers,47.20381044,10.86320109,6.761630805,42.16037976,3.476321561,9.712797368,2.20236349,2.008871036,9.981335685,3.858328597
Haldiram's,48.71016397,8.529486548,7.874714523,38.59745161,4.019113096,6.708151127,3.082609493,2.147298378,13.81482487,3.850645607
TagZ Foods,25.81424324,12.95739756,5.558475954,20.88687608,4.625128437,8.89191783,3.954399301,4.739180244,14.88537686,1.597184718
Parle (Parle Wafers),26.13642617,9.400151371,6.867758254,29.12809114,4.711123683,6.958270124,4.039029309,3.654481269,5.80045508,1.408652183
Kurkure,45.33896297,12.54808218,3.768775842,31.9424618,3.825737159,6.437855864,5.435829676,2.707693611,15.60674069,1.231827906
ITC (Bingo!),29.09064364,10.45775568,3.492490861,31.43824167,1.027745681,9.033361036,2.235098867,2.872298607,6.404390434,1.857115058
Kurkure,34.21987449,11.81006595,6.199886308,21.13327389,1.053001639,6.68875105,5.350412675,4.681379308,16.23314501,1.384336808
PepsiCo (Lay’s),45.67270453,10.03168632,6.488987586,38.84894364,2.437931037,9.932720966,7.816847725,4.769712294,9.592682066,1.649840813
Yellow Diamond (Prataap Snacks),26.76341255,11.14032181,3.041374945,25.22793626,1.865161448,7.657956506,3.517173751,4.345384857,15.91761521,2.693448776
Parle (Parle Wafers),45.85888216,14.65814766,5.896239314,27.11976362,2.392354592,5.504568156,5.958557052,5.280774836,12.03023858,0.689309704
Haldiram's,31.99494205,8.267660398,5.972281776,26.82266384,1.82061958,3.129958185,3.248771613,5.940281076,11.42449797,1.845468364
Yellow Diamond (Prataap Snacks),41.14183143,14.37271111,7.058869638,43.02412914,1.323176554,9.611770267,4.753265704,4.938124152,10.23097601,1.210125721
Balaji Wafers,41.82335352,11.45018895,7.234908159,29.01142907,2.028712439,6.584838554,6.661476792,5.200257266,12.84431316,2.007050566
Haldiram's,31.82552755,13.0945221,3.073009715,19.35526595,1.24917335,8.223630533,7.338246531,3.373555907,10.72304226,3.281868852
TagZ Foods,21.83291537,5.762034263,7.009535651,27.83725809,3.832115539,3.943729283,2.888653207,2.584223774,14.934899,0.619906436
Haldiram's,34.67830929,10.33108463,6.676092217,30.17953746,2.07486652,3.949481398,5.712278828,3.543322759,17.03376623,3.505318262
Haldiram's,26.36492212,8.947791812,7.035828017,32.33893161,4.271583931,5.446657788,7.977562148,2.451774391,17.05819745,2.401921186
Balaji Wafers,24.21193182,8.753491011,2.74385237,34.95192573,2.476083613,5.659882623,3.071841148,1.884393779,17.06781437,3.507789534
ITC (Bingo!),47.68510522,12.03406272,2.232226174,34.84551174,2.138272928,8.540368295,6.793679733,1.660255385,7.104218808,0.951820486
Kurkure,48.56823421,9.407456067,7.893225174,35.03488307,3.697499838,5.911327638,3.352101403,4.405178034,16.41956824,3.543249941
Balaji Wafers,31.78911753,8.233319648,2.664933863,41.68580389,2.919326417,7.562144017,4.118861018,2.755165581,6.692349029,1.535536312
TagZ Foods,26.16615644,11.37675396,2.839243297,19.54865127,4.994313607,8.62002392,3.617264782,1.873858699,13.06709659,1.46017737
Haldiram's,33.45101582,12.8597018,3.766548382,20.90872456,4.100033621,9.618229503,7.574131204,4.105956042,17.53756148,0.714573889
PepsiCo (Lay’s),47.14350788,5.842152778,5.307576948,24.31625714,1.417744709,7.019862552,6.000763209,4.33264127,5.553060526,3.592012924
ITC (Bingo!),33.93623214,11.48076167,5.136777667,36.64982057,3.492758938,5.264352892,4.727466757,4.815675102,9.860723843,0.50132312
ITC (Bingo!),29.41861626,13.27971727,5.009614979,25.76675429,3.892490155,5.1643233,4.623201969,5.57323219,11.23164169,3.221670877
Parle (Parle Wafers),29.36134364,9.678496986,7.185281007,33.90820742,2.482302591,8.4953395,3.644442234,1.705157834,5.24514271,2.552679297
Bikaji Foods,28.08774733,5.274754811,4.65012379,26.14390087,3.488279779,7.021555485,7.820257899,2.023976805,10.84013312,3.105518346
Balaji Wafers,24.50199597,10.59844026,4.186372755,33.08412718,2.528596771,4.552302774,7.783465438,5.999350948,17.04361748,0.876083742
Open Secret,37.17721696,7.339411063,7.227041879,42.68558712,3.922833656,3.415280638,6.694840998,3.383306727,10.06236319,3.078686553
Makino (Sensible Snacks),27.45299827,5.750777946,7.59303975,44.89795914,4.918776242,7.106259878,4.325255317,3.307984552,9.935605679,2.382541081
Bikaji Foods,32.79385742,7.565850198,5.786701843,31.88403321,1.264936024,9.879389713,5.196628509,3.366816688,15.17668507,1.731344695
Bikaji Foods,39.5412723,5.965512294,3.73159967,26.98457083,4.142356746,4.003820333,4.69094316,2.195038486,8.434095771,2.424572123
Makino (Sensible Snacks),34.30470706,8.959609572,4.235413806,19.40153155,1.487125299,3.037075402,2.506774684,1.654449553,9.266206945,2.220397166
Kurkure,29.9738576,6.122834287,2.006019397,39.12267149,2.309348304,7.923411847,2.667195985,2.177061479,11.43045537,1.097904749
ITC (Bingo!),34.28595801,10.00393393,7.179415707,22.74269864,2.031259924,6.935854264,5.769647839,1.038696363,11.50636233,3.148978873
Bikaji Foods,47.1041177,7.473897095,7.776068715,43.20376609,3.664841177,4.589954192,4.910401359,1.312973041,7.051571854,3.444070491
Kurkure,36.5185637,6.987883014,4.582105311,33.44435049,2.031708953,3.335084367,4.356903112,3.518525783,8.135473932,2.75406889
Parle (Parle Wafers),42.32922508,13.40967777,3.67396417,22.69218646,4.309381935,7.884129058,5.450028406,3.726961049,17.05732872,3.688466944
ITC (Bingo!),38.13718353,5.834690544,4.56314058,39.4573568,4.58660513,8.352491144,3.508975593,5.22428021,11.47946988,1.438910178
Too Yumm,47.85695385,5.419013751,3.105110263,31.05241512,4.293642779,9.135788631,4.677795411,5.672190721,9.666323216,1.690250312
Makino (Sensible Snacks),26.46821675,7.138462978,5.817850153,26.01413183,3.674571715,4.428188329,4.287633213,3.331263866,12.89206338,1.457946731
TagZ Foods,40.42305842,11.02340882,7.723820218,42.31969997,1.421426981,3.533857695,2.948283601,4.31141864,15.68160111,0.765918692
Haldiram's,41.70746223,6.88614081,7.881240479,27.83634463,2.705021965,6.287579811,3.461788701,4.011076712,17.50044193,2.224915366
TagZ Foods,34.02002488,12.79015131,4.21872616,35.83937172,1.833036602,8.514054507,5.175760039,3.088519526,6.563995646,3.619889657
ITC (Bingo!),35.82934198,10.88415128,3.892242186,34.33511834,3.885994076,8.329559543,5.890065124,2.132915669,17.01100119,1.361504546
PepsiCo (Lay’s),21.82344486,10.30249998,4.598072123,36.1372451,3.040306984,8.47829837,4.759610887,2.98490499,8.973918493,3.710502989
Too Yumm,22.26585003,8.787041008,2.929427047,38.88723263,4.636058642,8.896126769,7.24628581,4.529609548,5.294963045,1.690576118
Open Secret,23.54049591,12.55965958,4.351983534,33.22161465,2.707812254,4.572421906,5.397224618,4.189826224,8.747029997,3.537463363
Too Yumm,20.60745055,14.93334848,4.187840304,35.06136943,3.78854344,4.555989259,2.503629687,4.900851449,10.73881572,2.710378181
Parle (Parle Wafers),32.03145369,11.56988101,6.305068521,26.35485458,4.545760941,6.754528746,2.685123686,4.745722826,17.39342026,1.092569257
Too Yumm,43.06001014,13.12356281,7.78792548,24.55788549,3.910216527,6.202413701,2.669610342,5.972458451,8.991329789,2.680176403
ITC (Bingo!),29.32587768,8.73121019,2.822225128,22.60090684,4.332420787,7.524301781,3.664193195,3.478271842,10.92619166,3.58032957
TagZ Foods,47.69193451,10.56482377,5.210211189,34.44703779,4.289370652,7.284564544,4.040675019,3.695256579,10.87925618,1.442109547
Kurkure,41.10652022,13.98972765,2.586069506,41.17174449,4.505272483,9.947726226,7.794148499,3.827252233,15.06996581,2.447101622
Makino (Sensible Snacks),39.70346899,10.54677171,7.003685257,31.08936688,1.419411536,4.381495277,6.073323925,2.953103441,15.43003464,3.729996699
PepsiCo (Lay’s),38.86562914,14.73642084,4.070064524,23.67635697,3.901230059,4.25776707,2.225959695,5.979454736,5.482554904,0.911838835
TagZ Foods,23.21216434,12.38648908,5.911739037,39.44982106,4.113743644,5.718564942,5.197916357,3.248557775,6.516509663,1.152819541
Open Secret,35.75387854,7.821356733,3.268396718,26.81407055,3.379547274,4.454419654,6.608556098,5.773014776,17.14342622,0.521930004
ITC (Bingo!),45.02198011,11.96710285,5.2635079,19.29837583,1.644267139,3.146519871,5.194139856,2.13192805,8.365193165,0.96022449
Yellow Diamond (Prataap Snacks),30.69608073,11.21171947,2.211832396,27.29641044,2.246883533,9.048918548,6.888977633,2.541484222,6.808666614,3.876170163
Haldiram's,39.01744514,12.41013047,6.458065743,22.30056534,1.266406804,9.338073379,6.344327168,3.565909233,8.914503403,1.716364224
Too Yumm,21.29026064,10.95148712,2.312573766,44.54712128,3.004612765,6.514282063,6.903189845,1.50744535,11.99968613,0.839811328
Bikaji Foods,42.10438208,14.86245405,6.522343829,44.65132022,3.298436704,7.511175571,6.446667848,3.686773831,9.293879409,3.862538946
Balaji Wafers,32.00628784,7.014070551,6.128936984,24.9990704,1.101307671,3.362233155,2.332143431,5.005425866,17.22452695,0.511841238
Balaji Wafers,41.02680134,14.58176517,4.155727348,18.68207295,2.307309718,4.74346809,3.580404646,2.832043891,17.71263574,2.57075767
Balaji Wafers,22.31529919,6.632162149,5.206591838,38.04421608,2.431702516,5.487119986,7.497603415,5.991755147,13.65345766,2.034711157
ITC (Bingo!),29.89241019,9.123578788,3.464339578,36.41485878,4.650809362,8.174645682,5.451866912,4.92449577,7.264232051,2.148351785
Too Yumm,20.79606117,12.70126458,6.667971989,43.86256423,1.694410763,3.956700542,3.110808464,1.818786163,17.91912529,2.1278465
ITC (Bingo!),40.5588435,12.57754329,6.610012417,35.3508863,3.888000497,8.628655197,6.951151868,4.49274107,16.28438025,3.159205977
Balaji Wafers,37.8563268,13.43594218,6.035144021,27.54895824,4.337539488,8.167619727,5.672237657,3.289807787,13.20722201,3.875864515
Bikaji Foods,24.26680586,8.821338485,7.507671007,33.4786524,2.463160398,3.714654765,4.919482411,5.473388325,15.96664105,2.543289285
Kurkure,46.8158786,5.566169699,6.109861905,25.48216569,4.933721937,9.064310612,5.185623293,4.281363118,14.78361382,2.451656991
Parle (Parle Wafers),44.00216853,7.946795397,6.055023561,18.74167834,3.779288998,4.106576177,6.661016533,2.361571323,11.60268798,3.580930086
Kurkure,27.10838663,7.448555858,3.41996375,38.49032419,4.344036597,5.80267614,6.364489248,3.838505408,15.03411456,2.887335863
Too Yumm,39.25091197,12.10202972,3.933430394,31.32885638,2.751279796,7.886227256,6.430738772,3.072109135,16.99837071,0.658885078
Haldiram's,29.20701235,12.68315389,2.632859947,39.51794283,4.204960746,4.246491398,3.295813906,3.968562309,5.237642604,2.309694958
Kurkure,28.08177625,6.980612415,6.461347266,32.24352253,2.053881716,3.948445252,6.848402467,5.499916211,5.357578982,2.954668247
Balaji Wafers,33.8466825,14.68627356,2.762606847,38.86427918,2.872215725,9.249037196,7.180797515,3.258075978,7.134705564,2.062270128
Makino (Sensible Snacks),33.10704852,13.01407696,7.979982487,37.25333874,3.83208634,4.034929795,3.318103908,3.653069791,12.9525348,3.767148761
Bikaji Foods,27.76722337,10.05314259,4.662763379,40.17140831,4.91146234,9.483040145,6.907095315,3.4287621,6.138289742,3.677429237
Open Secret,37.13597207,7.351289678,6.569902478,25.09307143,1.822417943,7.062652946,2.932309095,4.350728652,6.355198037,0.919435206
Parle (Parle Wafers),29.33353273,11.00731428,2.382852238,35.24898704,2.657229991,5.986408489,6.817909662,2.922701327,9.503374947,1.676588312
Makino (Sensible Snacks),40.12228794,13.32701373,5.351551229,19.45413675,1.870041414,3.667930247,5.665890575,5.833378117,8.093808755,3.859642445
PepsiCo (Lay’s),33.1068103,12.81584099,6.373516172,25.95192277,4.246416432,6.958505665,4.903132283,4.824135178,9.198955262,0.547203675
Too Yumm,30.49394492,14.03340317,6.578133152,30.27554116,1.523813463,8.965986598,3.999551347,3.733468963,5.367938599,3.272219642
ITC (Bingo!),29.25313562,10.96858477,6.947955805,39.13891058,4.190393113,8.036450489,7.659459914,3.864960112,6.113902531,3.112482744
Open Secret,45.04693978,12.22630574,2.020454944,25.21102896,2.825332577,4.592844398,6.328831868,5.259811002,9.562925784,2.465971967
ITC (Bingo!),21.09242721,10.32981991,3.92494566,26.44242268,1.675481198,6.247044763,7.967972981,4.370359422,10.46174734,1.244991761
Haldiram's,38.46919244,6.106773695,6.542948085,21.16414237,4.618574019,3.584995175,7.857180854,4.932831871,13.25499926,1.815506227
Kurkure,24.7200494,12.63962822,7.389953048,36.18249184,2.108503607,8.243678722,4.358033948,2.233319018,11.67383826,2.895356978
Too Yumm,46.00217828,8.555933389,4.164162612,29.96605119,2.684848559,7.245436531,2.953301546,2.721646301,5.921590425,2.034433833
PepsiCo (Lay’s),39.04282224,12.47966629,6.233903033,18.27776804,4.62011956,3.786892439,4.877585294,4.832011195,8.656448785,0.530047044
Balaji Wafers,21.73628257,13.3258199,2.450147995,29.50846978,4.878798692,9.455644227,6.214478759,4.236288259,16.80116655,1.912917149
Open Secret,44.32195741,5.671175646,7.717140755,24.56159829,1.347002457,5.443056852,2.09857535,5.776210216,10.56926237,3.448483783
Open Secret,26.01574862,10.51728779,7.481505815,36.12363848,4.48874361,7.307071699,3.403067173,4.327952769,7.616290188,1.050932582
Yellow Diamond (Prataap Snacks),20.32789557,11.5389186,4.392893938,41.23717517,1.911786159,6.706081139,5.292083917,3.897093401,15.26477982,3.696003688
Haldiram's,32.54370832,11.32233102,2.903440609,23.2961317,2.007667365,9.55028405,6.488005467,3.512751537,8.882452095,3.484022109
Makino (Sensible Snacks),21.86557461,7.221890156,3.060788526,28.78772176,1.089142069,6.659689959,7.138706799,1.951122454,12.63408277,2.964621558
Too Yumm,28.16413561,5.232689812,5.267270186,38.29460992,1.354163053,3.528800793,6.886315473,5.860516783,14.80352684,3.707784917
Parle (Parle Wafers),31.71541077,6.685705714,2.698333708,21.34977416,1.148956398,7.152028881,7.930829985,5.15084653,5.36749546,2.294318469
Too Yumm,35.62839886,6.629369234,4.81970836,20.34048817,1.817934311,9.17119048,2.548075449,2.52806363,17.85696554,0.958397308
Parle (Parle Wafers),46.20282157,5.514160559,4.642914649,41.44428818,2.971771138,6.492845104,5.831394304,3.146336182,7.903834911,2.562410798
Parle (Parle Wafers),21.9115985,13.62055172,7.617830229,20.78038213,2.746653482,6.465940693,4.233354875,1.133298652,10.69094318,0.994327395
Yellow Diamond (Prataap Snacks),49.34771399,7.247486587,2.941394864,35.98427578,2.60173322,5.722615109,7.516833321,2.511513258,5.110651292,3.743525678
Balaji Wafers,44.4128616,8.196354556,3.560991059,22.96102884,2.389226328,9.577488209,6.872453837,2.889989234,13.70854292,2.350080847
Makino (Sensible Snacks),46.29906228,7.264372564,3.417098281,28.60551032,4.419645129,3.398091017,3.656099666,1.208484649,10.49648011,3.260246578
ITC (Bingo!),48.93291093,10.17986879,5.12336487,23.40756203,3.829851246,7.33321257,3.520327383,2.791648002,6.911291326,3.782912756
Balaji Wafers,43.69107809,14.0335271,2.112821531,25.49292321,4.784406481,7.648585077,6.756024106,2.236730943,13.38192647,3.218612595
ITC (Bingo!),33.92645953,5.350091093,5.907541969,34.8150784,4.992935052,7.988423812,2.142362322,2.513082227,12.1135523,3.651504845
ITC (Bingo!),34.88231992,12.56301268,4.91806757,19.26660628,3.584977051,8.054424537,3.179812473,1.763032302,10.24327989,2.863792983
Makino (Sensible Snacks),22.99227341,6.833624421,5.659481864,43.50555519,3.701775718,3.305868494,5.51188148,1.401376939,10.75300273,1.208945524
Kurkure,24.0816859,7.7588564,4.18639077,43.03486561,3.92917627,6.622260397,2.003777872,1.548779642,12.99480444,0.638787273
Makino (Sensible Snacks),21.9524628,14.66269314,4.001584149,31.96799916,2.668178062,9.070997401,5.330989617,4.211053856,10.94739874,2.430436329
TagZ Foods,28.96181742,8.463616347,6.159763519,19.4205307,1.74844265,6.700079606,4.727279843,1.851426942,17.27358286,3.244499894
Kurkure,24.56742961,5.962641459,3.587847356,33.74474458,4.67795229,6.141959388,3.369862655,2.7479802,16.49264686,3.484477516
TagZ Foods,21.89953805,10.44665004,2.525587272,20.63728314,3.832386128,4.037930732,4.39493354,2.480877405,13.4497426,3.863738041
Bikaji Foods,40.65318874,5.803149992,7.032214488,26.70567743,1.146956609,6.753901442,3.11918416,5.72654942,8.521986596,1.178857814
ITC (Bingo!),33.63299049,9.171632185,5.682445119,28.92638459,4.373264055,7.508105178,7.863628021,2.697528958,15.49553972,3.11257114
Open Secret,21.85248769,10.45866795,7.587217862,35.28087853,2.321140376,9.782018094,5.72904116,1.890829778,7.027261265,3.129443047
Haldiram's,29.93747764,10.01793773,3.380832447,18.656014,4.170476102,6.209457321,4.221689526,3.767535766,9.08311605,3.699780105
Makino (Sensible Snacks),33.61797057,9.382969053,4.798362331,22.70505528,3.117356011,6.119392625,5.583728727,4.858115443,17.77114152,1.701718396
PepsiCo (Lay’s),47.21453586,13.91377312,3.272675524,18.57185983,4.905418213,8.213592423,7.370217529,2.618222519,15.4227165,0.896465736
Bikaji Foods,23.47504057,13.70909179,6.654075868,25.31465098,3.448666249,7.496652731,7.587400883,5.567679294,17.50087601,2.265328818
Yellow Diamond (Prataap Snacks),27.67088184,5.158005462,5.822198671,44.58013081,2.553179208,9.663267425,6.983557778,3.218926396,6.175965725,2.727809394
Parle (Parle Wafers),24.72446411,13.52366203,6.079431439,22.42122951,1.573196771,5.899286753,2.315926598,2.54787094,8.957620553,3.057478498
Too Yumm,48.26288805,12.22426442,3.435377525,36.87012051,2.135086363,3.107653534,4.909370615,1.809429225,8.672269787,2.50579133
Haldiram's,36.14539933,12.0696924,3.740033228,41.44653384,2.455082411,3.487147595,2.857631658,1.851837842,15.70553221,1.99542909
Too Yumm,39.5863494,5.463917347,7.375782978,30.16346431,2.341895286,3.411411984,6.618392546,1.874780536,12.38881552,2.392964553
Open Secret,45.96785729,10.34317366,4.557494038,34.70990787,4.968162018,6.593304076,2.033883739,5.158578727,15.73682594,1.39949673
Kurkure,33.57627228,12.90901523,5.110020463,36.12607836,3.358159481,4.912224217,2.357477525,3.480332224,13.55758046,3.901401654
Makino (Sensible Snacks),32.70131106,5.215695513,3.041158931,19.05067364,2.890046608,9.156480155,2.512667566,1.447792735,5.640048393,3.20617054
Balaji Wafers,21.73388736,9.378311647,6.51938403,19.99147098,4.684185197,3.354479377,5.741500961,4.442968223,5.595402057,3.661841641
Balaji Wafers,39.84832193,11.10368646,5.30449594,41.49488999,1.101359258,7.952782108,5.923962935,5.368312033,13.60226276,1.961715479
